ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?,KMeans_Cluster,DBSCAN_Cluster
1681,13310,0,1,1,1,0,0,0,0,4755,0,1,0
1686,3580,0,1,1,1,130,3,0,0,4730,0,1,0
1688,4780,0,1,1,1,0,0,0,0,4733,0,1,0
1690,105665,0,4,1,1,31226,13,0,0,4727,1,0,3
1694,80988,0,1,1,1,4413,5,0,0,4707,0,1,0
1700,4087,0,1,1,1,500,4,0,0,4684,0,1,0
1701,40264,0,1,1,1,19137,13,0,0,4684,0,1,0
1702,13290,0,1,1,1,3175,5,0,0,4679,1,1,0
1704,14371,0,4,1,1,28723,13,0,0,4671,1,0,3
1705,25322,0,3,1,1,23821,16,0,0,4673,1,0,2
1706,55356,0,3,1,1,23871,15,0,0,4660,0,0,2
1708,63311,0,4,1,1,29318,11,0,0,4667,0,0,3
1710,2198,0,1,1,1,16070,12,0,0,4658,1,1,-1
1712,7730,0,1,1,1,375,3,0,0,4659,0,1,0
1713,16171,0,1,1,1,2875,16,0,0,4656,0,1,0
1715,35895,0,3,1,1,15720,11,0,0,4649,1,0,2
1716,46578,0,2,1,1,8322,12,0,0,4645,1,1,1
1720,93148,0,2,1,1,7776,18,0,0,4631,0,0,1
1721,27905,0,1,1,1,3794,11,0,0,4628,0,1,0
1724,19479,0,1,1,1,2250,4,0,0,4625,0,1,0
1727,19020,0,1,1,1,330,3,0,0,4614,0,1,0
1728,61172,0,2,1,1,6875,10,0,0,4609,0,1,1
1729,7342,0,1,1,1,0,0,0,0,4604,0,1,0
1731,13046,0,1,1,1,0,0,0,0,4597,1,1,0
1733,77814,0,4,1,1,43914,17,0,0,4587,1,0,3
1735,7545,0,1,1,1,616,6,0,0,4587,0,1,0
1736,26972,0,1,1,1,0,0,0,0,4587,0,1,0
1739,66328,0,4,1,1,40522,14,0,0,4575,0,0,3
1740,51745,0,4,1,1,41377,14,0,0,4606,0,0,3
1742,49708,0,1,1,1,0,0,0,0,4560,0,1,0
1743,46926,0,4,1,1,27889,15,0,0,4554,1,0,3
1746,95109,0,4,1,1,26149,8,0,0,4593,0,0,-1
1747,65706,0,3,1,1,21958,17,0,0,4534,0,0,2
1748,9862,0,1,1,1,31280,15,0,0,4545,1,0,-1
1750,25541,0,1,1,1,660,3,0,0,4520,0,1,0
1751,5580,0,1,1,1,60,2,0,0,4533,0,1,0
1754,92646,0,4,1,1,27177,16,0,0,4523,0,0,3
1755,21110,0,1,1,1,3402,12,0,0,4516,0,1,0
1757,15876,0,1,1,1,0,0,0,0,4512,0,1,0
1758,8957,0,1,1,1,0,0,0,0,4509,0,1,0
1759,5375,0,1,1,1,2000,9,0,0,4509,0,1,0
1760,109114,0,4,1,1,31956,27,0,0,4512,1,0,-1
1761,23432,0,1,1,1,1162,10,0,0,4510,0,1,0
1762,111384,0,4,1,1,26669,14,0,0,4505,0,0,3
1763,69880,0,1,1,1,4635,5,0,0,4552,0,1,0
1764,11289,0,1,1,1,1500,5,0,0,4492,0,1,0
1770,3441,0,1,1,1,1643,6,0,0,4484,0,1,0
1771,35216,0,1,1,1,9959,14,0,0,4481,0,1,0
1772,63036,0,2,1,1,9006,14,0,0,4475,0,0,1
1773,20844,0,1,1,1,20844,10,0,0,4474,0,1,-1
1774,42420,0,1,1,1,1000,1,0,0,4461,0,1,0
1775,36254,0,1,1,1,7232,7,0,0,4453,0,1,0
1776,22412,0,3,1,1,11654,12,0,0,4460,1,0,2
1777,11512,0,1,1,1,3667,14,0,0,4460,0,1,0
1778,1703,0,1,1,1,1230,4,0,0,4390,0,1,0
1782,25577,0,4,1,1,33420,18,0,0,4432,1,0,3
1783,17111,0,3,1,1,13577,10,0,0,4434,1,0,2
1785,67612,0,1,1,1,0,0,0,0,4442,0,1,0
1788,134937,0,1,1,1,500,1,0,0,4427,1,1,-1
1789,121688,0,4,1,1,31631,15,0,0,4420,0,0,3
1790,162410,0,3,1,1,20203,17,0,0,4420,0,0,-1
1793,171946,0,3,1,1,19198,28,0,0,4397,0,0,-1
1794,15737,0,1,1,1,220,3,0,0,4404,0,1,0
1795,77814,0,3,1,1,14786,11,0,0,4394,0,0,2
1798,87366,0,3,1,1,18012,16,0,0,4380,0,0,2
1799,56461,0,4,1,1,40190,14,0,0,4359,1,0,3
1800,46855,0,2,1,1,8845,17,0,0,4379,1,0,1
1801,53027,0,1,1,1,0,0,0,0,4585,0,1,0
1803,61450,0,2,1,1,7927,10,0,0,4383,0,1,1
1804,18538,0,1,1,1,2200,3,0,0,4344,0,1,0
1806,28319,0,3,1,1,18449,13,0,0,4392,1,0,2
1807,107360,0,3,1,1,15641,15,0,0,4423,0,0,2
1809,9753,0,1,1,1,1235,3,0,0,4343,0,1,0
1810,13033,0,1,1,1,1625,6,0,0,4334,0,1,0
1812,104052,0,2,1,1,6016,12,0,0,4331,0,0,1
1813,13878,0,1,1,1,0,0,0,0,4317,0,1,0
1814,7254,0,1,1,1,0,0,0,0,4323,0,1,0
1816,94938,0,3,1,1,12999,21,0,0,4310,0,0,2
1819,66875,0,1,1,1,3206,17,0,0,4308,1,1,0
1820,96026,0,3,1,1,25670,19,0,0,4310,0,0,2
1821,31572,0,1,1,1,0,0,0,0,4299,0,1,0
1822,11834,0,1,1,1,0,0,0,0,4306,1,1,0
1823,23552,0,4,1,1,36165,11,0,0,4300,1,0,3
1824,66052,0,1,1,1,8380,8,0,0,4301,0,1,0
1825,55639,0,1,1,1,2750,15,0,0,4299,1,1,0
1828,17810,0,1,1,1,1375,4,0,0,4294,0,1,0
1829,21915,0,1,1,1,7000,33,0,0,4289,0,0,-1
1833,60049,0,1,1,1,0,0,0,0,4278,1,1,0
1837,91716,0,1,1,1,6978,12,0,0,4267,0,1,0
1839,16495,0,1,1,1,18779,11,0,0,4261,1,1,-1
1840,25963,0,2,1,1,8183,25,0,0,4244,0,0,-1
1841,1701,0,1,1,1,10,1,0,0,4260,1,1,0
1842,73852,0,1,1,1,0,0,0,0,4252,0,1,0
1843,12791,0,1,1,1,0,0,0,0,4246,0,1,0
1844,39020,0,1,1,1,1295,4,0,0,4246,0,1,0
1845,1076,0,3,1,1,11379,8,0,0,4233,1,1,2
1847,4735,0,1,1,1,275,2,0,0,4257,0,1,0
1849,4708,0,1,1,1,1000,1,0,0,4232,0,1,0
1851,156544,0,4,1,1,46593,13,0,0,4225,0,0,-1
1852,12239,0,1,1,1,2912,5,0,0,4226,0,1,0
1853,101464,0,3,1,1,14610,13,0,0,4223,0,0,2
1854,55147,0,4,1,1,29219,13,0,0,4225,0,0,3
1856,52084,0,1,1,1,4836,7,0,0,4222,0,1,0
1861,19634,0,1,1,1,0,0,0,0,4198,0,1,0
1866,22455,0,4,1,1,38814,17,0,0,4175,1,0,3
1867,11604,0,1,1,1,95,2,0,0,4177,0,1,0
1868,72510,0,4,1,1,31469,12,0,0,4169,1,0,3
1869,33383,0,1,1,1,0,0,0,0,4163,0,1,0
1870,181200,0,1,1,1,7514,21,0,0,4159,0,0,-1
1871,17500,0,1,1,1,17500,2,0,0,4167,0,1,0
1873,12465,0,1,1,1,380,3,0,0,4162,0,1,0
1874,6316,0,1,1,1,0,0,0,0,4149,0,1,0
1876,975,0,1,1,1,350,3,0,0,4519,0,1,0
1878,50909,0,3,1,1,14830,18,0,0,4135,1,0,2
1879,79500,0,3,1,1,21489,15,0,0,4146,0,0,2
1880,15875,0,3,1,1,24918,12,0,0,4141,1,0,2
1882,12906,0,1,1,1,0,0,0,0,4124,0,1,0
1883,14155,0,1,1,1,3250,19,0,0,4134,0,1,0
1884,576,0,3,1,1,12082,14,0,0,4128,1,0,2
1886,27669,0,1,1,1,3375,20,0,0,4127,0,1,0
1887,21708,0,3,1,1,12811,13,0,0,4100,0,0,2
1890,35433,0,1,1,1,1600,3,0,0,4113,0,1,0
1892,6206,0,1,1,1,375,3,0,0,4107,0,1,0
1896,3664,0,1,1,1,0,0,0,0,4089,0,1,0
1900,36033,0,3,1,1,36033,13,0,0,4079,0,0,-1
1903,16489,0,1,1,1,4851,27,0,0,4064,0,1,0
1904,84516,0,3,1,1,22713,15,0,0,4063,0,0,2
1906,24887,0,1,1,1,0,0,0,0,4047,0,1,0
1907,56954,0,3,1,1,29409,32,0,0,4051,0,0,-1
1908,8647,0,1,1,1,0,0,0,0,4036,0,1,0
1909,37114,0,1,1,1,21623,12,0,0,4040,1,1,-1
1910,50715,0,4,1,1,39211,13,0,0,4051,1,0,3
1911,149305,0,4,1,1,49893,19,0,0,4030,0,0,-1
1913,20534,0,1,1,1,589,7,0,0,4021,0,1,0
1914,3962,0,1,1,1,292,8,0,0,4027,0,1,0
1915,5112,0,1,1,1,0,0,0,0,4020,0,1,0
1918,30300,0,1,1,1,2160,7,0,0,4002,0,1,0
1919,39139,0,1,1,1,710,4,0,0,3967,0,1,0
1920,52440,0,1,1,1,500,1,0,0,4026,0,1,0
1921,23329,0,1,1,1,6326,3,0,0,4008,0,1,0
1922,10679,0,2,1,1,13363,12,0,0,4001,1,1,1
1923,53487,0,1,1,1,0,0,0,0,3991,0,1,0
1925,9052,0,1,1,1,280,2,0,0,3987,0,1,0
1929,150312,0,1,1,1,1000,1,0,0,3967,0,1,-1
1932,59035,0,1,1,1,245,4,0,0,3960,0,1,0
1933,132335,0,4,1,1,30273,14,0,0,3974,0,0,3
1936,123313,0,4,1,1,31595,15,0,0,3959,0,0,3
1938,46440,0,1,1,1,5582,24,0,0,3952,1,1,0
1939,58970,0,3,1,1,13467,18,0,0,3946,1,0,2
1941,80534,0,3,1,1,20715,17,0,0,3949,1,0,2
1942,12184,0,1,1,1,1160,3,0,0,3939,0,1,0
1943,10355,0,2,1,1,6510,10,0,0,3918,0,1,1
1944,39947,0,1,1,1,1750,7,0,0,3922,0,1,0
1945,3082,0,1,1,1,0,0,0,0,3923,0,1,0
1946,37563,0,2,1,1,8142,14,0,0,3925,0,1,1
1949,87282,0,3,1,1,13480,10,0,0,3911,0,0,2
1950,11355,0,1,1,1,135,3,0,0,3916,0,1,0
1952,50586,0,1,1,1,0,0,0,0,3902,0,1,0
1953,54388,0,4,1,1,27516,14,0,0,3903,1,0,3
1954,30546,0,3,1,1,11304,14,0,0,3900,0,0,2
1955,24407,0,1,1,1,923,10,0,0,3910,0,1,0
1958,21944,0,4,1,1,29461,13,0,0,3900,1,0,3
1960,37244,0,4,1,1,38220,18,0,0,3890,1,0,3
1961,38439,0,1,1,1,3318,13,0,0,3886,0,1,0
1964,8000,0,1,1,1,2250,11,0,0,3879,0,1,0
1966,85751,0,4,1,1,26842,14,0,0,3711,0,0,3
1967,15676,0,1,1,1,0,0,0,0,3178,0,1,0
1968,55064,0,2,1,1,8041,13,0,0,3329,1,1,1
1969,40675,0,1,1,1,1413,9,0,0,2895,0,1,0
1971,56896,0,4,1,1,34019,15,0,0,3696,0,0,3
1972,91935,0,3,1,1,17550,18,0,0,4216,1,0,2
1973,50496,0,3,1,1,13287,26,0,0,4610,1,0,-1
1975,156853,0,4,1,1,37625,14,0,0,4510,1,0,-1
1976,65533,0,2,1,1,7595,10,0,0,4544,0,1,1
1979,12207,0,1,1,1,0,0,0,0,4565,0,1,0
1980,26421,0,1,1,1,1250,3,0,0,4593,0,1,0
1981,16176,0,1,1,1,0,0,0,0,4170,0,1,0
1982,44754,0,1,1,1,0,0,0,0,3648,1,1,0
1986,179472,0,3,1,1,11289,15,0,0,4708,0,0,-1
1988,76077,0,1,1,1,500,4,0,0,4616,0,1,0
1990,14273,0,1,1,1,0,0,0,0,4341,0,1,0
1992,37693,0,3,1,1,30546,7,0,0,4671,1,0,-1
1995,20678,0,1,1,1,2155,8,0,0,3862,0,1,0
1996,5316,0,1,1,1,1134,4,0,0,4610,0,1,0
1999,30306,0,1,1,1,2500,1,0,0,4309,0,1,0
2002,14304,0,1,1,1,0,0,0,0,4600,0,1,0
2005,6978,0,1,1,1,610,3,0,0,4349,0,1,0
2006,39909,0,1,1,1,2682,14,0,0,4470,0,1,0
2008,25544,0,1,1,1,3271,7,0,0,4580,1,1,0
2009,166417,0,4,1,1,28607,11,0,0,4357,0,0,-1
2011,2344,0,1,1,1,1478,10,0,0,4481,0,1,0
2012,8780,0,1,1,1,2750,15,0,0,4237,0,1,0
2014,44654,0,4,1,1,48874,16,0,0,4530,1,0,3
2015,32678,0,1,1,1,0,0,0,0,4481,1,1,0
2017,76387,0,1,1,1,3588,7,0,0,4442,0,1,0
2019,52195,0,4,1,1,35847,13,0,0,4476,1,0,3
2020,137778,0,3,1,1,19557,18,0,0,4599,0,0,2
2022,3056,0,1,1,1,1200,3,0,0,4363,0,1,0
2024,34182,0,1,1,1,0,0,0,0,3967,0,1,0
2025,7371,0,1,1,1,1375,4,0,0,4505,0,1,0
2027,87553,0,3,1,1,15681,14,0,0,4547,0,0,2
2028,14614,0,1,1,1,2275,3,0,0,4567,1,1,0
2031,37202,0,1,1,1,15000,4,0,0,4511,0,1,0
2033,54594,0,3,1,1,14402,14,0,0,4233,0,0,2
2034,57474,0,2,1,1,5535,7,0,0,4364,0,1,1
2035,20111,0,1,1,1,5653,12,0,0,4468,1,1,0
2042,11690,0,3,1,1,17615,17,0,0,4417,1,0,2
2043,144697,0,1,1,1,2000,1,0,0,4420,0,1,-1
2044,75179,0,1,1,1,1015,2,0,0,4118,0,1,0
2046,96154,0,1,1,1,7052,15,0,0,4433,0,1,0
2048,36227,0,2,1,1,7230,14,0,0,3736,0,1,1
2050,41153,0,4,1,1,28686,15,0,0,4404,0,0,3
2051,20789,0,1,1,1,0,0,0,0,4279,0,1,0
2053,37911,0,1,1,1,2250,11,0,0,4385,0,1,0
2055,41133,0,1,1,1,635,3,0,0,4419,1,1,0
2057,90526,0,1,1,1,2000,9,0,0,4488,0,1,0
2058,15148,0,1,1,1,15148,3,0,0,269,0,1,0
2059,5393,0,1,1,1,0,0,0,0,4517,0,1,0
2060,434,0,1,1,1,15530,5,0,0,3628,1,1,0
2061,81055,0,3,1,1,14344,14,0,0,4610,0,0,2
2062,31360,0,1,1,1,821,7,0,0,4488,0,1,0
2063,156885,0,4,1,1,38601,19,0,0,4534,1,0,-1
2065,63820,0,3,1,1,13981,15,0,0,4608,0,0,2
2067,76659,0,1,1,1,0,0,0,0,4608,1,1,0
2068,40724,0,4,1,1,29481,14,0,0,4007,1,0,3
2069,146173,0,3,1,1,13871,17,0,0,4414,1,0,2
2070,26055,0,1,1,1,647,9,0,0,4464,0,1,0
2071,68,0,1,1,1,590,1,0,0,3937,0,1,0
2072,50001,0,1,1,1,4853,12,0,0,4023,0,1,0
2073,122506,0,3,1,1,21022,13,0,0,4408,1,0,2
2074,126886,0,2,1,1,9120,17,0,0,4044,0,0,-1
2077,45735,0,1,1,1,10085,3,0,0,4239,0,1,0
2078,77225,0,4,1,1,30646,15,0,0,4282,0,0,3
2079,59874,0,1,1,1,0,0,0,0,3986,1,1,0
2080,30868,0,1,1,1,405,3,0,0,4226,1,1,0
2081,34257,0,1,1,1,2010,4,0,0,4309,0,1,0
2082,42639,0,2,1,1,7366,12,0,0,4181,0,1,1
2083,771,0,1,1,1,40256,4,0,0,4203,1,1,-1
2084,89708,0,1,1,1,8000,4,0,0,3173,0,1,0
2085,75892,0,2,1,1,8738,15,0,0,4160,1,0,1
2088,14426,0,1,1,1,0,0,0,0,4096,0,1,0
2089,29559,0,4,1,1,28969,16,0,0,4236,1,0,3
2090,113113,0,3,1,1,10736,13,0,0,4307,0,0,2
2091,73027,0,4,1,1,34002,19,0,0,4063,1,0,3
2092,17386,0,1,1,1,0,0,0,0,3771,0,1,0
2094,11023,0,1,1,1,0,0,0,0,4328,0,1,0
2096,47638,0,1,1,1,0,0,0,0,3739,0,1,0
2098,24787,0,1,1,1,1000,1,0,0,3930,0,1,0
2100,726,0,1,1,1,0,0,0,0,4268,1,1,0
2101,40686,0,1,1,1,260,2,0,0,4177,0,1,0
2102,16626,0,1,1,1,2500,13,0,0,4329,0,1,0
2107,166470,0,2,1,1,9574,16,0,0,4194,0,0,-1
2108,10797,0,1,1,1,0,0,0,0,3581,1,1,0
2109,131618,0,4,1,1,46473,16,0,0,4274,0,0,3
2112,28695,0,1,1,1,0,0,0,0,4173,0,1,0
2113,15253,0,2,1,1,5427,8,0,0,4373,0,1,1
2114,193818,0,3,1,1,16327,13,0,0,3768,1,0,-1
2116,22678,0,1,1,1,2125,7,0,0,4068,0,1,0
2117,89430,0,3,1,1,24314,18,0,0,1547,0,0,2
2118,26522,0,3,1,1,18479,13,0,0,4358,1,0,2
2120,16516,0,1,1,1,500,1,0,0,4275,0,1,0
2121,49050,0,3,1,1,18436,16,0,0,2426,0,0,2
2123,4939,0,1,1,1,1000,1,0,0,2515,1,1,0
2124,26077,0,1,1,1,6768,4,0,0,3487,1,1,0
2125,110893,0,1,1,1,4653,6,0,0,3645,0,1,0
2126,56455,0,1,1,1,6000,3,0,0,4218,0,1,0
2128,109790,0,1,1,1,16108,4,0,0,3123,0,1,0
2131,1054,0,1,1,1,15147,3,0,0,3133,1,1,0
2132,27532,0,1,1,1,4639,13,0,0,3939,0,1,0
2134,4041,0,1,1,1,0,0,0,0,3344,0,1,0
2135,28138,0,1,1,1,6330,29,0,0,3847,1,1,0
2136,33010,0,1,1,1,0,0,0,0,3915,0,1,0
2137,45687,0,1,1,1,45,2,0,0,2269,0,1,0
2138,12981,0,1,1,1,0,0,0,0,4246,1,1,0
2141,55591,0,2,1,1,8817,13,0,0,3693,0,1,1
2142,37358,0,4,1,1,50488,19,0,0,3967,1,0,-1
2144,2500,0,1,1,1,2500,1,0,0,3717,0,1,0
2145,140527,0,1,1,1,3500,14,0,0,4023,0,1,-1
2146,5360,0,1,1,1,0,0,0,0,4392,0,1,0
2152,192889,0,1,1,1,10500,5,0,0,4096,0,0,-1
2155,48256,0,1,1,1,9690,2,0,0,3979,0,1,0
2158,82497,0,1,1,1,0,0,0,0,3565,0,1,0
2160,32619,0,1,1,1,1070,7,0,0,3846,0,1,0
2161,57017,0,1,1,1,2495,11,0,0,3854,0,1,0
2163,49375,0,3,1,1,23628,14,0,0,3797,0,0,2
2164,25341,0,1,1,1,38,4,0,0,3995,1,1,0
2165,45150,0,3,1,1,18907,13,0,0,4141,0,0,2
2167,19132,0,2,1,1,9124,17,0,0,3915,0,1,1
2169,13040,0,1,1,1,500,1,0,0,3972,0,1,0
2171,36294,0,1,1,1,0,0,0,0,3956,0,1,0
2172,89840,0,2,1,1,7048,14,0,0,3819,0,0,1
2173,6914,0,1,1,1,1500,1,0,0,3915,1,1,0
2175,111793,0,1,1,1,500,1,0,0,4057,0,1,0
2176,18700,0,1,1,1,870,2,0,0,3995,0,1,0
2180,60076,0,4,1,1,45582,9,0,0,3935,0,0,3
2181,3522,0,1,1,1,3522,4,0,0,3916,0,1,0
2182,36736,0,1,1,1,0,0,0,0,4134,0,1,0
2184,88918,0,2,1,1,5537,14,0,0,4180,1,0,1
2187,81552,0,2,1,1,7703,8,0,0,3855,0,1,1
2188,118067,0,2,1,1,8715,12,0,0,3718,1,0,1
2195,35425,0,1,1,1,4125,19,0,0,3834,0,1,0
2200,10872,0,1,1,1,4500,27,0,0,3882,0,1,0
2202,105160,0,3,1,1,20458,21,0,0,3732,0,0,2
2203,90919,0,4,1,1,44430,17,0,0,3739,1,0,3
2205,74538,0,3,1,1,18835,21,0,0,2726,0,0,2
2206,4606,0,1,1,1,4320,6,0,0,3501,1,1,0
2207,61617,0,2,1,1,23495,13,0,0,3972,0,0,-1
2208,15275,0,1,1,1,75,2,0,0,2761,0,1,0
2211,81251,0,1,1,1,19500,6,0,0,3958,1,1,-1
2212,18142,0,1,1,1,220,4,0,0,3638,0,1,0
2213,16200,0,4,1,1,40455,17,0,0,3840,1,0,3
2215,14372,0,2,1,1,9042,13,0,0,3557,1,1,1
2218,49874,0,4,1,1,39976,13,0,0,4293,1,0,3
2219,35445,0,1,1,1,3379,9,0,0,4198,1,1,0
2222,53750,0,3,1,1,23135,14,0,0,3736,0,0,2
2223,110132,0,1,1,1,19000,5,0,0,3271,1,1,-1
2224,12221,0,1,1,1,511,4,0,0,3692,0,1,0
2225,65519,0,1,1,1,0,0,0,0,4150,0,1,0
2228,124564,0,3,1,1,11026,13,0,0,3840,0,0,2
2229,24111,0,2,1,1,9374,16,0,0,3802,1,1,1
2230,35801,0,1,1,1,3337,13,0,0,3743,1,1,0
2233,47090,0,1,1,1,0,0,0,0,3726,0,1,0
2234,1300,0,1,1,1,454,11,0,0,3691,1,1,0
2237,20900,0,1,1,1,1000,1,0,0,3685,0,1,0
2238,46607,0,1,1,1,0,0,0,0,3727,0,1,0
2240,30729,0,3,1,1,16456,15,0,0,3795,1,0,2
2241,35546,0,1,1,1,3376,10,0,0,3739,0,1,0
2242,7845,0,1,1,1,265,3,0,0,3508,0,1,0
2245,16618,0,1,1,1,897,5,0,0,3620,0,1,0
2246,11548,0,1,1,1,1634,7,0,0,3837,0,1,0
2247,22181,0,1,1,1,6245,15,0,0,3656,0,1,0
2249,25080,0,1,1,1,2060,12,0,0,3795,0,1,0
2250,17964,0,1,1,1,5030,23,0,0,3783,1,1,0
2251,155385,0,3,1,1,15267,12,0,0,3624,0,0,-1
2252,3977,0,1,1,1,0,0,0,0,3593,0,1,0
2253,14620,0,1,1,1,0,0,0,0,2833,0,1,0
2254,46882,0,1,1,1,0,0,0,0,3701,0,1,0
2255,3350,0,1,1,1,65,3,0,0,3540,0,1,0
2256,3049,0,1,1,1,0,0,0,0,3613,0,1,0
2260,26745,0,1,1,1,17547,9,0,0,3664,1,1,0
2261,120576,0,4,1,1,36635,14,0,0,3823,1,0,3
2262,7658,0,1,1,1,300,1,0,0,3231,0,1,0
2263,11136,0,1,1,1,100,1,0,0,3571,1,1,0
2265,124979,0,3,1,1,14267,14,0,0,3720,0,0,2
2266,35659,0,1,1,1,1102,9,0,0,3533,0,1,0
2271,64414,0,1,1,1,1952,12,0,0,2395,0,1,0
2273,22384,0,1,1,1,0,0,0,0,3676,0,1,0
2275,10959,0,1,1,1,500,1,0,0,3469,1,1,0
2276,28607,0,1,1,1,5943,5,0,0,2895,0,1,0
2277,30686,0,1,1,1,6161,2,0,0,3596,0,1,0
2278,8260,0,1,1,1,700,2,0,0,3673,0,1,0
2279,61584,0,4,1,1,27937,14,0,0,3783,0,0,3
2280,141594,0,2,1,1,30565,16,0,0,3776,0,0,-1
2282,64153,0,3,1,1,23563,19,0,0,3575,1,0,2
2283,10000,0,1,1,1,790,3,0,0,3564,0,1,0
2287,49353,0,4,1,1,34656,14,0,0,3540,1,0,3
2288,21843,0,1,1,1,1411,9,0,0,3177,1,1,0
2289,34072,0,1,1,1,500,1,0,0,3879,0,1,0
2290,72962,0,4,1,1,28055,16,0,0,3869,1,0,3
2292,13250,0,3,1,1,17778,14,0,0,3861,1,0,2
2297,105957,0,1,1,1,4881,12,0,0,3859,0,1,0
2298,22548,0,1,1,1,3225,9,0,0,3852,0,1,0
2299,89761,0,3,1,1,11965,13,0,0,3845,1,0,2
2300,65263,0,1,1,1,22500,4,0,0,3844,0,1,-1
2304,44197,0,1,1,1,2500,1,0,0,3831,0,1,0
2305,104245,0,4,1,1,45589,14,0,0,3810,0,0,3
2309,109649,0,3,1,1,22136,13,0,0,3812,0,0,2
2312,48970,0,4,1,1,30872,14,0,0,3817,1,0,3
2314,24277,0,2,1,1,5330,5,0,0,3796,0,1,1
2315,20308,0,3,1,1,19526,13,0,0,3797,1,0,2
2316,111041,0,3,1,1,10252,12,0,0,3875,0,0,2
2317,27904,0,2,1,1,6622,17,0,0,3793,0,1,1
2318,128620,0,2,1,1,7747,12,0,0,3789,0,0,-1
2320,27135,0,1,1,1,4908,11,0,0,3783,0,1,0
2321,32898,0,1,1,1,1000,1,0,0,3777,0,1,0
2322,196922,0,4,1,1,40170,18,0,0,3755,0,0,-1
2323,196175,0,4,1,1,33886,13,0,0,3775,0,0,-1
2324,11457,0,1,1,1,705,3,0,0,3767,0,1,0
2325,175344,0,4,1,1,40152,19,0,0,3770,0,0,-1
2327,13232,0,1,1,1,8668,16,0,0,3753,1,1,0
2329,75526,0,4,1,1,46421,14,0,0,3712,1,0,3
2330,53935,0,1,1,1,0,0,0,0,3743,0,1,0
2331,18402,0,1,1,1,0,0,0,0,3746,0,1,0
2332,24784,0,1,1,1,100,1,0,0,3729,0,1,0
2333,62903,0,3,1,1,16434,13,0,0,3732,0,0,2
2336,188184,0,4,1,1,32170,13,0,0,3707,1,0,-1
2337,83524,0,4,1,1,43152,18,0,0,3694,0,0,3
2338,10794,0,1,1,1,0,0,0,0,3712,0,1,0
2339,49807,0,2,1,1,6393,20,0,0,3718,0,0,1
2340,18266,0,3,1,1,12254,15,0,0,3713,1,0,2
2341,87851,0,4,1,1,28969,17,0,0,4026,0,0,3
2342,32991,0,1,1,1,1230,6,0,0,3693,0,1,0
2343,28677,0,1,1,1,215,3,0,0,3699,0,1,0
2344,103809,0,3,1,1,16776,14,0,0,3699,0,0,2
2345,417,0,1,1,1,3000,1,0,0,3670,1,1,0
2346,8859,0,3,1,1,11998,13,0,0,3690,1,0,2
2347,26896,0,1,1,1,5364,15,0,0,3685,0,1,0
2348,16986,0,1,1,1,0,0,0,0,3676,0,1,0
2349,25530,0,3,1,1,25131,17,0,0,3677,1,0,2
2350,77067,0,4,1,1,40129,15,0,0,3671,0,0,3
2351,6350,0,1,1,1,0,0,0,0,3657,0,1,0
2353,40420,0,2,1,1,8649,14,0,0,3651,0,1,1
2354,30178,0,3,1,1,14422,15,0,0,3656,1,0,2
2355,15088,0,1,1,1,0,0,0,0,3650,0,1,0
2360,33466,0,1,1,1,355,3,0,0,3592,0,1,0
2364,26129,0,3,1,1,20265,17,0,0,3629,1,0,2
2365,30893,0,1,1,1,0,0,0,0,3623,0,1,0
2367,52965,0,1,1,1,500,1,0,0,3606,0,1,0
2368,19516,0,3,1,1,17696,16,0,0,3593,1,0,2
2371,73378,0,3,1,1,13607,14,0,0,3599,0,0,2
2372,50193,0,1,1,1,12263,3,0,0,3596,0,1,0
2373,165144,0,3,1,1,24156,14,0,0,3581,0,0,-1
2374,53556,0,1,1,1,0,0,0,0,3575,0,1,0
2376,28577,0,4,1,1,48564,14,0,0,3586,1,0,-1
2377,55417,0,4,1,1,37127,31,0,0,3575,0,0,-1
2378,142244,0,3,1,1,12325,13,0,0,3578,0,0,2
2379,23139,0,2,1,1,8156,14,0,0,3578,0,1,1
2381,35323,0,1,1,1,1875,8,0,0,3553,0,1,0
2383,1021,0,1,1,1,100,1,0,0,3553,0,1,0
2385,11593,0,2,1,1,9055,16,0,0,3558,1,1,1
2386,68180,0,1,1,1,2044,9,0,0,3550,0,1,0
2387,26605,0,1,1,1,3704,11,0,0,3543,0,1,0
2388,17920,0,1,1,1,3250,18,0,0,3546,0,1,0
2389,85156,0,1,1,1,133,5,0,0,3550,0,1,0
2390,9005,0,1,1,1,520,1,0,0,3531,0,1,0
2392,42584,0,1,1,1,841,6,0,0,3526,0,1,0
2394,51082,0,4,1,1,40878,13,0,0,3524,1,0,3
2395,18727,0,1,1,1,0,0,0,0,3524,0,1,0
2398,15610,0,1,1,1,0,0,0,0,3508,0,1,0
2399,46876,0,1,1,1,9680,7,0,0,3498,1,1,0
2400,14075,0,1,1,1,4286,15,0,0,3513,0,1,0
2401,59895,0,1,1,1,10500,4,0,0,3497,1,1,0
2402,25936,0,1,1,1,0,0,0,0,3495,0,1,0
2404,32807,0,1,1,1,17259,4,0,0,3482,0,1,0
2405,38591,0,2,1,1,11039,18,0,0,3488,1,0,1
2406,48958,0,3,1,1,24430,5,0,0,3483,0,0,-1
2407,10710,0,1,1,1,1000,1,0,0,3460,0,1,0
